2026-03-04 21:46:31,071 - train_greyscale_FA_MoE.py - ckpt_root: output_shift_fa/acdc_wholeheart_uncond_fa_ec_4moe8_greyscale_uvit_mid_4by4_l8r9_low16_Y_bound/ckpts
dataset:
  SNR_scale: 4.0
2026-03-05 00:23:58,239 - train_greyscale_FA_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.0379879', 'main_loss': '0.0379879', 'time_per_step': '2.71303'}
2026-03-05 00:28:30,234 - train_greyscale_FA_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.0363193', 'main_loss': '0.0363193', 'time_per_step': '2.54787'}
2026-03-05 00:33:02,728 - train_greyscale_FA_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.0319784', 'main_loss': '0.0319784', 'time_per_step': '2.54552'}
2026-03-05 00:37:36,720 - train_greyscale_FA_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.0328053', 'main_loss': '0.0328053', 'time_per_step': '2.62822'}
2026-03-05 00:42:10,655 - train_greyscale_FA_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.0344122', 'main_loss': '0.0344122', 'time_per_step': '2.62382'}
2026-03-05 00:46:44,122 - train_greyscale_FA_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.03806', 'main_loss': '0.03806', 'time_per_step': '2.67014'}
2026-03-05 00:51:17,681 - train_greyscale_FA_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.0404141', 'main_loss': '0.0404141', 'time_per_step': '2.68437'}
2026-03-05 00:55:51,641 - train_greyscale_FA_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0335337', 'main_loss': '0.0335337', 'time_per_step': '2.65245'}
2026-03-05 01:00:25,077 - train_greyscale_FA_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.0293886', 'main_loss': '0.0293886', 'time_per_step': '2.66213'}
2026-03-05 01:04:58,013 - train_greyscale_FA_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.0368069', 'main_loss': '0.0368069', 'time_per_step': '2.71074'}
2026-03-05 01:09:31,570 - train_greyscale_FA_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.034799', 'main_loss': '0.034799', 'time_per_step': '2.6522'}
2026-03-05 01:14:05,160 - train_greyscale_FA_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.0269672', 'main_loss': '0.0269672', 'time_per_step': '2.66468'}
2026-03-05 01:18:38,920 - train_greyscale_FA_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0357146', 'main_loss': '0.0357146', 'time_per_step': '2.66149'}
2026-03-05 01:23:10,901 - train_greyscale_FA_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0331832', 'main_loss': '0.0331832', 'time_per_step': '2.54241'}
2026-03-05 01:27:43,199 - train_greyscale_FA_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0290383', 'main_loss': '0.0290383', 'time_per_step': '2.54241'}
2026-03-05 01:32:16,379 - train_greyscale_FA_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.0294008', 'main_loss': '0.0294008', 'time_per_step': '2.65233'}
2026-03-05 01:36:50,924 - train_greyscale_FA_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0345924', 'main_loss': '0.0345924', 'time_per_step': '2.67675'}
2026-03-05 01:41:24,339 - train_greyscale_FA_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0278937', 'main_loss': '0.0278937', 'time_per_step': '2.66667'}
2026-03-05 01:45:57,822 - train_greyscale_FA_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0324884', 'main_loss': '0.0324884', 'time_per_step': '2.71607'}
2026-03-05 01:50:30,815 - train_greyscale_FA_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0271904', 'main_loss': '0.0271904', 'time_per_step': '2.65422'}
2026-03-05 01:55:03,444 - train_greyscale_FA_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.0254813', 'main_loss': '0.0254813', 'time_per_step': '2.67719'}
2026-03-05 01:59:36,687 - train_greyscale_FA_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.029108', 'main_loss': '0.029108', 'time_per_step': '2.66681'}
2026-03-05 02:04:09,237 - train_greyscale_FA_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0340864', 'main_loss': '0.0340864', 'time_per_step': '2.66925'}
2026-03-05 02:08:41,336 - train_greyscale_FA_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0331848', 'main_loss': '0.0331848', 'time_per_step': '2.66594'}
2026-03-05 02:13:14,642 - train_greyscale_FA_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.0261454', 'main_loss': '0.0261454', 'time_per_step': '2.65987'}
2026-03-05 02:17:46,443 - train_greyscale_FA_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0287493', 'main_loss': '0.0287493', 'time_per_step': '2.54358'}
2026-03-05 02:22:19,834 - train_greyscale_FA_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0332939', 'main_loss': '0.0332939', 'time_per_step': '2.54897'}
2026-03-05 02:26:54,415 - train_greyscale_FA_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.0256607', 'main_loss': '0.0256607', 'time_per_step': '2.66132'}
2026-03-05 02:31:27,472 - train_greyscale_FA_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.03336', 'main_loss': '0.03336', 'time_per_step': '2.71402'}
2026-03-05 02:36:01,771 - train_greyscale_FA_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.028594', 'main_loss': '0.028594', 'time_per_step': '2.66047'}
2026-03-05 02:40:34,422 - train_greyscale_FA_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0310076', 'main_loss': '0.0310076', 'time_per_step': '2.66164'}
2026-03-05 02:45:06,840 - train_greyscale_FA_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0273159', 'main_loss': '0.0273159', 'time_per_step': '2.65412'}
2026-03-05 02:49:38,272 - train_greyscale_FA_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0266869', 'main_loss': '0.0266869', 'time_per_step': '2.6436'}
2026-03-05 02:54:10,334 - train_greyscale_FA_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0234577', 'main_loss': '0.0234577', 'time_per_step': '2.61623'}
2026-03-05 02:58:42,543 - train_greyscale_FA_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0293295', 'main_loss': '0.0293295', 'time_per_step': '2.67226'}
2026-03-05 03:03:14,041 - train_greyscale_FA_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.0288155', 'main_loss': '0.0288155', 'time_per_step': '2.66194'}
2026-03-05 03:07:45,580 - train_greyscale_FA_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.0241128', 'main_loss': '0.0241128', 'time_per_step': '2.6418'}
2026-03-05 03:12:16,791 - train_greyscale_FA_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0297823', 'main_loss': '0.0297823', 'time_per_step': '2.5371'}
2026-03-05 03:16:49,541 - train_greyscale_FA_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0304371', 'main_loss': '0.0304371', 'time_per_step': '2.54614'}
2026-03-05 03:21:22,369 - train_greyscale_FA_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0229468', 'main_loss': '0.0229468', 'time_per_step': '2.6568'}
2026-03-05 03:25:55,136 - train_greyscale_FA_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.0250705', 'main_loss': '0.0250705', 'time_per_step': '2.664'}
2026-03-05 03:30:27,950 - train_greyscale_FA_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0270457', 'main_loss': '0.0270457', 'time_per_step': '2.71904'}
2026-03-05 03:34:59,874 - train_greyscale_FA_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0280722', 'main_loss': '0.0280722', 'time_per_step': '2.66177'}
2026-03-05 03:39:33,390 - train_greyscale_FA_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.0255051', 'main_loss': '0.0255051', 'time_per_step': '2.64466'}
2026-03-05 03:44:05,742 - train_greyscale_FA_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0209305', 'main_loss': '0.0209305', 'time_per_step': '2.64367'}
2026-03-05 03:48:38,034 - train_greyscale_FA_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0271564', 'main_loss': '0.0271564', 'time_per_step': '2.64659'}
2026-03-05 03:53:10,959 - train_greyscale_FA_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.0223453', 'main_loss': '0.0223453', 'time_per_step': '2.63103'}
2026-03-05 03:57:43,363 - train_greyscale_FA_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.0278307', 'main_loss': '0.0278307', 'time_per_step': '2.62346'}
2026-03-05 04:02:16,689 - train_greyscale_FA_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.0224307', 'main_loss': '0.0224307', 'time_per_step': '2.6816'}
2026-03-05 04:06:49,723 - train_greyscale_FA_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.025771', 'main_loss': '0.025771', 'time_per_step': '2.55203'}
2026-03-05 04:11:21,858 - train_greyscale_FA_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.024466', 'main_loss': '0.024466', 'time_per_step': '2.54331'}
2026-03-05 04:15:55,553 - train_greyscale_FA_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0225406', 'main_loss': '0.0225406', 'time_per_step': '2.70318'}
2026-03-05 04:20:27,526 - train_greyscale_FA_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0219366', 'main_loss': '0.0219366', 'time_per_step': '2.71806'}
2026-03-05 04:25:00,035 - train_greyscale_FA_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.024907', 'main_loss': '0.024907', 'time_per_step': '2.67042'}
2026-03-05 04:29:32,846 - train_greyscale_FA_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0263472', 'main_loss': '0.0263472', 'time_per_step': '2.68749'}
2026-03-05 04:34:05,665 - train_greyscale_FA_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0258627', 'main_loss': '0.0258627', 'time_per_step': '2.62315'}
2026-03-05 04:38:39,825 - train_greyscale_FA_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.0250823', 'main_loss': '0.0250823', 'time_per_step': '2.61824'}
2026-03-05 04:43:13,304 - train_greyscale_FA_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0252361', 'main_loss': '0.0252361', 'time_per_step': '2.67016'}
2026-03-05 04:47:46,006 - train_greyscale_FA_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0253826', 'main_loss': '0.0253826', 'time_per_step': '2.66552'}
2026-03-05 04:52:19,285 - train_greyscale_FA_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0299557', 'main_loss': '0.0299557', 'time_per_step': '2.64769'}
2026-03-05 04:56:52,952 - train_greyscale_FA_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0214573', 'main_loss': '0.0214573', 'time_per_step': '2.66517'}
2026-03-05 05:01:24,596 - train_greyscale_FA_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0222627', 'main_loss': '0.0222627', 'time_per_step': '2.53859'}
2026-03-05 05:05:56,689 - train_greyscale_FA_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0243205', 'main_loss': '0.0243205', 'time_per_step': '2.61239'}
2026-03-05 05:10:30,206 - train_greyscale_FA_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.025808', 'main_loss': '0.025808', 'time_per_step': '2.65207'}
2026-03-05 05:15:03,403 - train_greyscale_FA_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0222065', 'main_loss': '0.0222065', 'time_per_step': '2.64964'}
2026-03-05 05:19:35,931 - train_greyscale_FA_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.0248839', 'main_loss': '0.0248839', 'time_per_step': '2.66095'}
2026-03-05 05:24:08,727 - train_greyscale_FA_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0213708', 'main_loss': '0.0213708', 'time_per_step': '2.65401'}
2026-03-05 05:28:41,430 - train_greyscale_FA_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.0207978', 'main_loss': '0.0207978', 'time_per_step': '2.66502'}
2026-03-05 05:33:14,185 - train_greyscale_FA_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0177603', 'main_loss': '0.0177603', 'time_per_step': '2.63419'}
2026-03-05 05:37:47,087 - train_greyscale_FA_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.0207265', 'main_loss': '0.0207265', 'time_per_step': '2.68581'}
2026-03-05 05:42:20,112 - train_greyscale_FA_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0171802', 'main_loss': '0.0171802', 'time_per_step': '2.68078'}
2026-03-05 05:46:51,896 - train_greyscale_FA_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.0161507', 'main_loss': '0.0161507', 'time_per_step': '2.65851'}
2026-03-05 05:51:24,774 - train_greyscale_FA_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0188156', 'main_loss': '0.0188156', 'time_per_step': '2.69604'}
2026-03-05 05:55:57,639 - train_greyscale_FA_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0223533', 'main_loss': '0.0223533', 'time_per_step': '2.60259'}
2026-03-05 06:00:29,443 - train_greyscale_FA_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.0255821', 'main_loss': '0.0255821', 'time_per_step': '2.5473'}
2026-03-05 06:05:02,892 - train_greyscale_FA_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.0226058', 'main_loss': '0.0226058', 'time_per_step': '2.69186'}
2026-03-05 06:09:35,634 - train_greyscale_FA_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.0183532', 'main_loss': '0.0183532', 'time_per_step': '2.67667'}
2026-03-05 06:14:08,759 - train_greyscale_FA_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0196799', 'main_loss': '0.0196799', 'time_per_step': '2.62151'}
2026-03-05 06:18:41,058 - train_greyscale_FA_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.0207731', 'main_loss': '0.0207731', 'time_per_step': '2.61948'}
2026-03-05 06:23:14,531 - train_greyscale_FA_MoE.py - {'step': '11300', 'lr': '0.0002', 'total_loss': '0.0179725', 'main_loss': '0.0179725', 'time_per_step': '2.63398'}
2026-03-05 06:27:48,463 - train_greyscale_FA_MoE.py - {'step': '11400', 'lr': '0.0002', 'total_loss': '0.0203678', 'main_loss': '0.0203678', 'time_per_step': '2.66135'}
2026-03-05 06:32:20,510 - train_greyscale_FA_MoE.py - {'step': '11500', 'lr': '0.0002', 'total_loss': '0.0170544', 'main_loss': '0.0170544', 'time_per_step': '2.71145'}
2026-03-05 06:36:54,528 - train_greyscale_FA_MoE.py - {'step': '11600', 'lr': '0.0002', 'total_loss': '0.0183939', 'main_loss': '0.0183939', 'time_per_step': '2.64669'}
2026-03-05 06:41:27,145 - train_greyscale_FA_MoE.py - {'step': '11700', 'lr': '0.0002', 'total_loss': '0.0215385', 'main_loss': '0.0215385', 'time_per_step': '2.71483'}
2026-03-05 06:46:00,020 - train_greyscale_FA_MoE.py - {'step': '11800', 'lr': '0.0002', 'total_loss': '0.0212949', 'main_loss': '0.0212949', 'time_per_step': '2.64928'}
2026-03-05 06:50:32,582 - train_greyscale_FA_MoE.py - {'step': '11900', 'lr': '0.0002', 'total_loss': '0.0165086', 'main_loss': '0.0165086', 'time_per_step': '2.54174'}
2026-03-05 06:55:04,973 - train_greyscale_FA_MoE.py - {'step': '12000', 'lr': '0.0002', 'total_loss': '0.0238592', 'main_loss': '0.0238592', 'time_per_step': '2.53978'}
2026-03-05 06:59:38,067 - train_greyscale_FA_MoE.py - {'step': '12100', 'lr': '0.0002', 'total_loss': '0.0197442', 'main_loss': '0.0197442', 'time_per_step': '2.628'}
2026-03-05 07:04:10,772 - train_greyscale_FA_MoE.py - {'step': '12200', 'lr': '0.0002', 'total_loss': '0.018744', 'main_loss': '0.018744', 'time_per_step': '2.66936'}
2026-03-05 07:08:43,678 - train_greyscale_FA_MoE.py - {'step': '12300', 'lr': '0.0002', 'total_loss': '0.0185667', 'main_loss': '0.0185667', 'time_per_step': '2.61868'}
