2025-11-26 14:44:06,922 - train_greyscale_MoE.py - ckpt_root: output_shift/echonet_dynamic_uncond_MoE6_greyscale_uvit_mid_4by4_Y_bound/ckpts
dataset:
  SNR_scale: 4.0
2025-11-26 17:37:07,782 - train_greyscale_MoE.py - {'step': '3300', 'lr': '0.000132', 'total_loss': '0.0626498', 'main_loss': '0.0586744', 'aux_loss': '3.97535', 'time_per_step': '2.91165'}
2025-11-26 17:42:24,084 - train_greyscale_MoE.py - {'step': '3400', 'lr': '0.000136', 'total_loss': '0.0586067', 'main_loss': '0.0546283', 'aux_loss': '3.97836', 'time_per_step': '2.92379'}
2025-11-26 17:47:40,047 - train_greyscale_MoE.py - {'step': '3500', 'lr': '0.00014', 'total_loss': '0.0509283', 'main_loss': '0.0469303', 'aux_loss': '3.99799', 'time_per_step': '2.91413'}
2025-11-26 17:52:46,953 - train_greyscale_MoE.py - {'step': '3600', 'lr': '0.000144', 'total_loss': '0.0630577', 'main_loss': '0.0590771', 'aux_loss': '3.98062', 'time_per_step': '2.93825'}
2025-11-26 17:57:56,705 - train_greyscale_MoE.py - {'step': '3700', 'lr': '0.000148', 'total_loss': '0.0599588', 'main_loss': '0.0559636', 'aux_loss': '3.99521', 'time_per_step': '2.90568'}
2025-11-26 18:03:10,276 - train_greyscale_MoE.py - {'step': '3800', 'lr': '0.000152', 'total_loss': '0.058155', 'main_loss': '0.0541607', 'aux_loss': '3.99435', 'time_per_step': '2.9003'}
2025-11-26 18:08:25,510 - train_greyscale_MoE.py - {'step': '3900', 'lr': '0.000156', 'total_loss': '0.06175', 'main_loss': '0.057772', 'aux_loss': '3.97803', 'time_per_step': '2.90714'}
2025-11-26 18:13:40,943 - train_greyscale_MoE.py - {'step': '4000', 'lr': '0.00016', 'total_loss': '0.0568239', 'main_loss': '0.0528431', 'aux_loss': '3.9808', 'time_per_step': '2.90855'}
2025-11-26 18:18:56,791 - train_greyscale_MoE.py - {'step': '4100', 'lr': '0.000164', 'total_loss': '0.0512862', 'main_loss': '0.0472887', 'aux_loss': '3.99756', 'time_per_step': '2.91295'}
2025-11-26 18:24:12,982 - train_greyscale_MoE.py - {'step': '4200', 'lr': '0.000168', 'total_loss': '0.055173', 'main_loss': '0.0511823', 'aux_loss': '3.99069', 'time_per_step': '2.90611'}
2025-11-26 18:29:19,825 - train_greyscale_MoE.py - {'step': '4300', 'lr': '0.000172', 'total_loss': '0.0546614', 'main_loss': '0.050672', 'aux_loss': '3.98937', 'time_per_step': '3.09652'}
2025-11-26 18:34:30,176 - train_greyscale_MoE.py - {'step': '4400', 'lr': '0.000176', 'total_loss': '0.060337', 'main_loss': '0.056352', 'aux_loss': '3.98508', 'time_per_step': '3.06792'}
2025-11-26 18:39:44,394 - train_greyscale_MoE.py - {'step': '4500', 'lr': '0.00018', 'total_loss': '0.0509477', 'main_loss': '0.0469479', 'aux_loss': '3.99973', 'time_per_step': '2.89735'}
2025-11-26 18:44:58,397 - train_greyscale_MoE.py - {'step': '4600', 'lr': '0.000184', 'total_loss': '0.0536078', 'main_loss': '0.0496166', 'aux_loss': '3.99128', 'time_per_step': '2.90664'}
2025-11-26 18:50:14,352 - train_greyscale_MoE.py - {'step': '4700', 'lr': '0.000188', 'total_loss': '0.0511524', 'main_loss': '0.0471555', 'aux_loss': '3.9969', 'time_per_step': '3.00557'}
2025-11-26 18:55:29,593 - train_greyscale_MoE.py - {'step': '4800', 'lr': '0.000192', 'total_loss': '0.0502934', 'main_loss': '0.0462893', 'aux_loss': '4.00412', 'time_per_step': '2.91414'}
2025-11-26 19:00:46,291 - train_greyscale_MoE.py - {'step': '4900', 'lr': '0.000196', 'total_loss': '0.056142', 'main_loss': '0.0521486', 'aux_loss': '3.99334', 'time_per_step': '2.90246'}
2025-11-26 19:05:53,408 - train_greyscale_MoE.py - {'step': '5000', 'lr': '0.0002', 'total_loss': '0.0557323', 'main_loss': '0.0517275', 'aux_loss': '4.00482', 'time_per_step': '2.96299'}
2025-11-26 19:11:03,937 - train_greyscale_MoE.py - {'step': '5100', 'lr': '0.0002', 'total_loss': '0.0572617', 'main_loss': '0.0532525', 'aux_loss': '4.00924', 'time_per_step': '2.9132'}
2025-11-26 19:16:17,119 - train_greyscale_MoE.py - {'step': '5200', 'lr': '0.0002', 'total_loss': '0.0528579', 'main_loss': '0.0488555', 'aux_loss': '4.00239', 'time_per_step': '2.91235'}
2025-11-26 19:21:32,896 - train_greyscale_MoE.py - {'step': '5300', 'lr': '0.0002', 'total_loss': '0.0512375', 'main_loss': '0.04724', 'aux_loss': '3.99749', 'time_per_step': '2.982'}
2025-11-26 19:26:48,607 - train_greyscale_MoE.py - {'step': '5400', 'lr': '0.0002', 'total_loss': '0.0503372', 'main_loss': '0.0463406', 'aux_loss': '3.99662', 'time_per_step': '2.91312'}
2025-11-26 19:32:06,454 - train_greyscale_MoE.py - {'step': '5500', 'lr': '0.0002', 'total_loss': '0.0607113', 'main_loss': '0.0566967', 'aux_loss': '4.01452', 'time_per_step': '3.08676'}
2025-11-26 19:37:22,097 - train_greyscale_MoE.py - {'step': '5600', 'lr': '0.0002', 'total_loss': '0.0551988', 'main_loss': '0.051197', 'aux_loss': '4.00177', 'time_per_step': '2.91903'}
2025-11-26 19:42:29,690 - train_greyscale_MoE.py - {'step': '5700', 'lr': '0.0002', 'total_loss': '0.0552858', 'main_loss': '0.0512713', 'aux_loss': '4.01444', 'time_per_step': '2.91508'}
2025-11-26 19:47:40,141 - train_greyscale_MoE.py - {'step': '5800', 'lr': '0.0002', 'total_loss': '0.0450101', 'main_loss': '0.0409976', 'aux_loss': '4.01252', 'time_per_step': '2.9114'}
2025-11-26 19:52:55,350 - train_greyscale_MoE.py - {'step': '5900', 'lr': '0.0002', 'total_loss': '0.0584137', 'main_loss': '0.0544009', 'aux_loss': '4.01285', 'time_per_step': '2.90328'}
2025-11-26 19:58:11,604 - train_greyscale_MoE.py - {'step': '6000', 'lr': '0.0002', 'total_loss': '0.0533563', 'main_loss': '0.0493582', 'aux_loss': '3.99807', 'time_per_step': '2.90741'}
2025-11-26 20:03:28,484 - train_greyscale_MoE.py - {'step': '6100', 'lr': '0.0002', 'total_loss': '0.058845', 'main_loss': '0.0548449', 'aux_loss': '4.00013', 'time_per_step': '2.94479'}
2025-11-26 20:08:44,269 - train_greyscale_MoE.py - {'step': '6200', 'lr': '0.0002', 'total_loss': '0.0509676', 'main_loss': '0.0469609', 'aux_loss': '4.00678', 'time_per_step': '2.90445'}
2025-11-26 20:14:01,104 - train_greyscale_MoE.py - {'step': '6300', 'lr': '0.0002', 'total_loss': '0.0464074', 'main_loss': '0.0424034', 'aux_loss': '4.00404', 'time_per_step': '2.99364'}
2025-11-26 20:19:09,388 - train_greyscale_MoE.py - {'step': '6400', 'lr': '0.0002', 'total_loss': '0.0538925', 'main_loss': '0.0498811', 'aux_loss': '4.01138', 'time_per_step': '2.91694'}
2025-11-26 20:24:21,556 - train_greyscale_MoE.py - {'step': '6500', 'lr': '0.0002', 'total_loss': '0.0512921', 'main_loss': '0.0472914', 'aux_loss': '4.00062', 'time_per_step': '2.89385'}
2025-11-26 20:29:36,586 - train_greyscale_MoE.py - {'step': '6600', 'lr': '0.0002', 'total_loss': '0.0483119', 'main_loss': '0.0443133', 'aux_loss': '3.99856', 'time_per_step': '2.92069'}
2025-11-26 20:34:52,228 - train_greyscale_MoE.py - {'step': '6700', 'lr': '0.0002', 'total_loss': '0.0484167', 'main_loss': '0.0443885', 'aux_loss': '4.02817', 'time_per_step': '2.88128'}
2025-11-26 20:40:08,415 - train_greyscale_MoE.py - {'step': '6800', 'lr': '0.0002', 'total_loss': '0.0516086', 'main_loss': '0.0476004', 'aux_loss': '4.00822', 'time_per_step': '2.9177'}
2025-11-26 20:45:24,978 - train_greyscale_MoE.py - {'step': '6900', 'lr': '0.0002', 'total_loss': '0.0510715', 'main_loss': '0.0470776', 'aux_loss': '3.99396', 'time_per_step': '2.88401'}
2025-11-26 20:50:42,046 - train_greyscale_MoE.py - {'step': '7000', 'lr': '0.0002', 'total_loss': '0.0485107', 'main_loss': '0.0445032', 'aux_loss': '4.00752', 'time_per_step': '2.90313'}
2025-11-26 20:55:49,835 - train_greyscale_MoE.py - {'step': '7100', 'lr': '0.0002', 'total_loss': '0.0544421', 'main_loss': '0.0504355', 'aux_loss': '4.00663', 'time_per_step': '2.91007'}
2025-11-26 21:01:02,162 - train_greyscale_MoE.py - {'step': '7200', 'lr': '0.0002', 'total_loss': '0.0521458', 'main_loss': '0.0481491', 'aux_loss': '3.99669', 'time_per_step': '2.96774'}
2025-11-26 21:06:16,074 - train_greyscale_MoE.py - {'step': '7300', 'lr': '0.0002', 'total_loss': '0.0509493', 'main_loss': '0.0469568', 'aux_loss': '3.99246', 'time_per_step': '2.95537'}
2025-11-26 21:11:31,164 - train_greyscale_MoE.py - {'step': '7400', 'lr': '0.0002', 'total_loss': '0.0520291', 'main_loss': '0.0480259', 'aux_loss': '4.00322', 'time_per_step': '3.02361'}
2025-11-26 21:16:48,429 - train_greyscale_MoE.py - {'step': '7500', 'lr': '0.0002', 'total_loss': '0.0467966', 'main_loss': '0.0427939', 'aux_loss': '4.00273', 'time_per_step': '2.9026'}
2025-11-26 21:22:04,374 - train_greyscale_MoE.py - {'step': '7600', 'lr': '0.0002', 'total_loss': '0.0406333', 'main_loss': '0.0366158', 'aux_loss': '4.01755', 'time_per_step': '2.93157'}
2025-11-26 21:27:18,933 - train_greyscale_MoE.py - {'step': '7700', 'lr': '0.0002', 'total_loss': '0.057649', 'main_loss': '0.0536555', 'aux_loss': '3.99354', 'time_per_step': '2.96192'}
2025-11-26 21:32:25,070 - train_greyscale_MoE.py - {'step': '7800', 'lr': '0.0002', 'total_loss': '0.0528084', 'main_loss': '0.0488012', 'aux_loss': '4.00717', 'time_per_step': '2.92113'}
2025-11-26 21:37:36,070 - train_greyscale_MoE.py - {'step': '7900', 'lr': '0.0002', 'total_loss': '0.0536273', 'main_loss': '0.0496184', 'aux_loss': '4.00891', 'time_per_step': '2.9021'}
2025-11-26 21:42:50,431 - train_greyscale_MoE.py - {'step': '8000', 'lr': '0.0002', 'total_loss': '0.0494006', 'main_loss': '0.0453968', 'aux_loss': '4.00376', 'time_per_step': '2.92062'}
2025-11-26 21:48:05,400 - train_greyscale_MoE.py - {'step': '8100', 'lr': '0.0002', 'total_loss': '0.050874', 'main_loss': '0.0468623', 'aux_loss': '4.01178', 'time_per_step': '2.94804'}
2025-11-26 21:53:21,102 - train_greyscale_MoE.py - {'step': '8200', 'lr': '0.0002', 'total_loss': '0.054034', 'main_loss': '0.0500116', 'aux_loss': '4.02232', 'time_per_step': '2.88949'}
2025-11-26 21:58:36,843 - train_greyscale_MoE.py - {'step': '8300', 'lr': '0.0002', 'total_loss': '0.0577161', 'main_loss': '0.0537205', 'aux_loss': '3.99565', 'time_per_step': '2.9184'}
2025-11-26 22:03:51,761 - train_greyscale_MoE.py - {'step': '8400', 'lr': '0.0002', 'total_loss': '0.0504599', 'main_loss': '0.0464519', 'aux_loss': '4.00801', 'time_per_step': '2.98826'}
2025-11-26 22:08:57,448 - train_greyscale_MoE.py - {'step': '8500', 'lr': '0.0002', 'total_loss': '0.0470375', 'main_loss': '0.0430355', 'aux_loss': '4.00193', 'time_per_step': '3.06403'}
2025-11-26 22:14:09,498 - train_greyscale_MoE.py - {'step': '8600', 'lr': '0.0002', 'total_loss': '0.0506532', 'main_loss': '0.0466401', 'aux_loss': '4.01309', 'time_per_step': '4.20638'}
2025-11-26 22:19:23,047 - train_greyscale_MoE.py - {'step': '8700', 'lr': '0.0002', 'total_loss': '0.0517178', 'main_loss': '0.0476928', 'aux_loss': '4.02506', 'time_per_step': '2.92181'}
2025-11-26 22:24:37,617 - train_greyscale_MoE.py - {'step': '8800', 'lr': '0.0002', 'total_loss': '0.0557825', 'main_loss': '0.051795', 'aux_loss': '3.98742', 'time_per_step': '2.92043'}
2025-11-26 22:29:52,357 - train_greyscale_MoE.py - {'step': '8900', 'lr': '0.0002', 'total_loss': '0.0524789', 'main_loss': '0.0484827', 'aux_loss': '3.99621', 'time_per_step': '2.90212'}
2025-11-26 22:35:07,523 - train_greyscale_MoE.py - {'step': '9000', 'lr': '0.0002', 'total_loss': '0.045591', 'main_loss': '0.041575', 'aux_loss': '4.01596', 'time_per_step': '2.92764'}
2025-11-26 22:40:21,643 - train_greyscale_MoE.py - {'step': '9100', 'lr': '0.0002', 'total_loss': '0.0465703', 'main_loss': '0.0425655', 'aux_loss': '4.00479', 'time_per_step': '2.93981'}
2025-11-26 22:45:27,368 - train_greyscale_MoE.py - {'step': '9200', 'lr': '0.0002', 'total_loss': '0.0475528', 'main_loss': '0.0435235', 'aux_loss': '4.0293', 'time_per_step': '2.92697'}
2025-11-26 22:50:37,435 - train_greyscale_MoE.py - {'step': '9300', 'lr': '0.0002', 'total_loss': '0.0500819', 'main_loss': '0.0460887', 'aux_loss': '3.99319', 'time_per_step': '2.89221'}
2025-11-26 22:55:51,127 - train_greyscale_MoE.py - {'step': '9400', 'lr': '0.0002', 'total_loss': '0.0496507', 'main_loss': '0.04566', 'aux_loss': '3.99072', 'time_per_step': '2.90128'}
2025-11-26 23:01:04,498 - train_greyscale_MoE.py - {'step': '9500', 'lr': '0.0002', 'total_loss': '0.0490579', 'main_loss': '0.0450582', 'aux_loss': '3.99975', 'time_per_step': '2.93329'}
2025-11-26 23:06:18,962 - train_greyscale_MoE.py - {'step': '9600', 'lr': '0.0002', 'total_loss': '0.0469841', 'main_loss': '0.0429881', 'aux_loss': '3.99602', 'time_per_step': '2.94014'}
2025-11-26 23:11:33,547 - train_greyscale_MoE.py - {'step': '9700', 'lr': '0.0002', 'total_loss': '0.0562935', 'main_loss': '0.0522833', 'aux_loss': '4.01019', 'time_per_step': '2.97084'}
2025-11-26 23:16:48,424 - train_greyscale_MoE.py - {'step': '9800', 'lr': '0.0002', 'total_loss': '0.0509974', 'main_loss': '0.0470023', 'aux_loss': '3.99507', 'time_per_step': '2.91304'}
2025-11-26 23:21:53,834 - train_greyscale_MoE.py - {'step': '9900', 'lr': '0.0002', 'total_loss': '0.0484673', 'main_loss': '0.0444759', 'aux_loss': '3.99143', 'time_per_step': '2.9145'}
2025-11-26 23:27:04,139 - train_greyscale_MoE.py - {'step': '10000', 'lr': '0.0002', 'total_loss': '0.0517898', 'main_loss': '0.0477945', 'aux_loss': '3.9953', 'time_per_step': '2.89887'}
2025-11-26 23:32:16,783 - train_greyscale_MoE.py - {'step': '10100', 'lr': '0.0002', 'total_loss': '0.0489664', 'main_loss': '0.0449626', 'aux_loss': '4.00382', 'time_per_step': '2.89717'}
2025-11-26 23:37:31,011 - train_greyscale_MoE.py - {'step': '10200', 'lr': '0.0002', 'total_loss': '0.0485599', 'main_loss': '0.0445568', 'aux_loss': '4.00314', 'time_per_step': '3.00759'}
2025-11-26 23:42:46,423 - train_greyscale_MoE.py - {'step': '10300', 'lr': '0.0002', 'total_loss': '0.0533447', 'main_loss': '0.0493527', 'aux_loss': '3.99202', 'time_per_step': '2.89965'}
2025-11-26 23:48:02,467 - train_greyscale_MoE.py - {'step': '10400', 'lr': '0.0002', 'total_loss': '0.0527143', 'main_loss': '0.0487201', 'aux_loss': '3.99419', 'time_per_step': '2.9753'}
2025-11-26 23:53:17,649 - train_greyscale_MoE.py - {'step': '10500', 'lr': '0.0002', 'total_loss': '0.0507948', 'main_loss': '0.0467933', 'aux_loss': '4.00148', 'time_per_step': '2.89908'}
2025-11-26 23:58:23,108 - train_greyscale_MoE.py - {'step': '10600', 'lr': '0.0002', 'total_loss': '0.0482097', 'main_loss': '0.0442032', 'aux_loss': '4.00653', 'time_per_step': '2.98341'}
2025-11-27 00:03:32,861 - train_greyscale_MoE.py - {'step': '10700', 'lr': '0.0002', 'total_loss': '0.0539738', 'main_loss': '0.049958', 'aux_loss': '4.01587', 'time_per_step': '2.96425'}
2025-11-27 00:08:44,934 - train_greyscale_MoE.py - {'step': '10800', 'lr': '0.0002', 'total_loss': '0.0485374', 'main_loss': '0.0445341', 'aux_loss': '4.00331', 'time_per_step': '2.90199'}
2025-11-27 00:13:58,428 - train_greyscale_MoE.py - {'step': '10900', 'lr': '0.0002', 'total_loss': '0.0421966', 'main_loss': '0.0382015', 'aux_loss': '3.99508', 'time_per_step': '2.90262'}
2025-11-27 00:19:12,287 - train_greyscale_MoE.py - {'step': '11000', 'lr': '0.0002', 'total_loss': '0.051134', 'main_loss': '0.0471284', 'aux_loss': '4.00557', 'time_per_step': '2.89661'}
2025-11-27 00:24:25,768 - train_greyscale_MoE.py - {'step': '11100', 'lr': '0.0002', 'total_loss': '0.0509951', 'main_loss': '0.0469931', 'aux_loss': '4.00203', 'time_per_step': '2.90615'}
2025-11-27 00:29:38,264 - train_greyscale_MoE.py - {'step': '11200', 'lr': '0.0002', 'total_loss': '0.0464411', 'main_loss': '0.0424318', 'aux_loss': '4.00927', 'time_per_step': '2.91253'}
